Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_96104,EPI335937 | 2011814871_204574_v1_4,a/peru/6311/2011,A / H3N2,,South America / Peru,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011814871,,,"Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud",70296311,7/3/11
EPI_ISL_96093,EPI335903 | 2011814249_204308_v1_4,a/hong-kong/3974/2011,A / H3N2,,Asia / Hong Kong (SAR),Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011814249,,,Government Virus Unit,A/HONG KONG/3974/2011 ORIGINAL,6/23/11
EPI_ISL_96020,EPI335699 | a-ankara-tr49-2011h3J,a/ankara/tr-49/2011,A / H3N2,,Asia / Turkey,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Refik Saydam National Public Health Agency,,1/6/11
EPI_ISL_95507,EPI334622 | 2011814223_203188_v1_4,a/argentina/179/2011,A / H3N2,,South America / Argentina,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011814223,,,Instituto Nacional de Enfermedades Infecciosas,R179/11,6/28/11
EPI_ISL_94856,EPI331507 | 11S1227,a/victoria/803/2011,A / H3N2,,Oceania / Australia / Victoria / Melbourne,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1104024,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,Austin Health,119133264,4/2/11
EPI_ISL_94848,EPI331483 | 11S1056,a/christchurch/1/2011,A / H3N2,,Oceania / New Zealand / Canterbury / South Island,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1103207,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,Canterbury Health Services,11DB4289G,2/2/11
EPI_ISL_94839,EPI331458 | 11S0857,a/townsville/34/2011,A / H3N2,,Oceania / Australia / Queensland,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1103118,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,Queensland Health Scientific Services,49333-4553,2/3/11
EPI_ISL_94717,EPI331077 | a-ghana-731-2011h3Y,a/ghana/731/2011,A / H3N2,,Africa / Ghana,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,University of Ghana,,5/10/11
EPI_ISL_94644,EPI330785 | 2011-CX210.4,a/shanghai-fengxian/1170/2011,A / H3N2,,Asia / China / Shanghai,Human,"Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)",WHO Chinese National Influenza Center,,"Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong",,WHO Chinese National Influenza Center,,5/10/11
EPI_ISL_94640,EPI330753 | 2011-CX206.4,a/hunan-beihu/1143/2011,A / H3N2,,Asia / China / Hunan,Human,"Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)",WHO Chinese National Influenza Center,,"Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong",,WHO Chinese National Influenza Center,,3/11/11
EPI_ISL_94355,EPI328960 | A/AICHI/221/2011,a/aichi/221/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Aichi Prefectural Institute of Public Health,,5/3/11
EPI_ISL_94354,EPI328958 | A/SHIGA/69/2011,a/shiga/69/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Shiga Prefectural Institute of Public Health,,4/18/11
EPI_ISL_94352,EPI328954 | A/HIROSHIMA-C/51/2011,a/hiroshima-c/51/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Hiroshima City Institute of Public Health,,4/1/11
EPI_ISL_94348,EPI328950 | A/SHIMANE/194/2011,a/shimane/194/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Shimane Prefectural Institute of Public Health and Environmental Science,,4/15/11
EPI_ISL_93896,EPI326534 | A/Hong Kong/H090-729-V1,a/hong-kong/h090-729-v1,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Poon,L.L.M.; Chan,K.H.; Chu,D.K.W.; Fung,C.C.Y.; Cheng,C.K.Y.; Ip,D.K.M.; Leung,G.M.; Peiris,J.S.M.; Cowling,B.J.",,,,7/21/09
EPI_ISL_93875,EPI326511 | A/Hong Kong/H090-768-V1,a/hong-kong/h090-768-v1,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Poon,L.L.M.; Chan,K.H.; Chu,D.K.W.; Fung,C.C.Y.; Cheng,C.K.Y.; Ip,D.K.M.; Leung,G.M.; Peiris,J.S.M.; Cowling,B.J.",,,,2/8/09
EPI_ISL_93797,EPI326359 | A/Guangdong/441/2010,a/guangdong/441/2010,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Huang,P.; Liang,L.",,,,9/20/10
EPI_ISL_93793,EPI326351 | A/Guangdong/548/2008,a/guangdong/548/2008,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Huang,P.; Liang,L.",,,,10/22/08
EPI_ISL_93790,EPI326345 | A/Guangdong/93/2008,a/guangdong/93/2008,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Huang,P.; Liang,L.",,,,5/7/08
EPI_ISL_93776,EPI326278 | 2011812236_201731_v1_4,a/chile/72/2011,A / H3N2,,South America / Chile,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011812236,,,Instituto de Salud Publica de Chile,2011-10072 ORIGINAL,5/16/11
EPI_ISL_93711,EPI326137 | a-norway-1186-2011h3M,a/norway/1186/2011,A / H3N2,,Europe / Norway,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Norwegian Institute of Public Health,,3/16/11
EPI_ISL_93676,EPI325945 | A/Mexico City/WRAIR3578N/2010,a/mexico-city/wrair3578n/2010,A / H3N2,,North America / Mexico,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,12/8/10
EPI_ISL_93669,EPI325889 | A/Mexico City/WRAIR3568N/2010,a/mexico-city/wrair3568n/2010,A / H3N2,,North America / Mexico,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,12/21/10
EPI_ISL_93664,EPI325849 | A/Santo Domingo/WRAIR3514T/2010,a/santo-domingo/wrair3514t/2010,A / H3N2,,North America / Dominican Republic,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,6/29/10
EPI_ISL_93655,EPI325777 | A/Kuwait/WRAIR1561P/2009,a/kuwait/wrair1561p/2009,A / H3N2,,Asia / Kuwait,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,1/1/09
EPI_ISL_93488,EPI325042 | 2011767350_201077_v1_4,a/wisconsin/21/2011,A / H3N2,,North America / United States / Wisconsin,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767350,,,Wisconsin State Laboratory of Hygiene,11 VI 6301,5/3/11
EPI_ISL_93030,EPI323252 | A/SAGA/1012/2010,a/saga/1012/2010,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Saga Prefectural Institute of Public Health and Pharmaceutical Research,,11/29/10
EPI_ISL_93020,EPI323242 | A/FUKUI/71/2011,a/fukui/71/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Fukui Prefectural Institute of Public Health,,3/14/11
EPI_ISL_93010,EPI323228 | A/KOBE/581/2011,a/kobe/581/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Kobe Institute of Health,,2/24/11
EPI_ISL_92999,EPI323212 | A/SHIZUOKA/29/2010,a/shizuoka/29/2010,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Shizuoka Institute of Environment and Hygiene,,10/27/10
EPI_ISL_91140,EPI320636 | A/Managua/3424.01/2010,a/managua/3424-01/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,6/30/10
EPI_ISL_90860,EPI319826 | 2011769940_199457_v1_4,a/vermont/14/2011,A / H3N2,,North America / United States / Vermont,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769940,,,Vermont Department of Health Laboratory,11-2099-VIR,3/6/11
EPI_ISL_90846,EPI319783 | 2011770095_200266_v1_4,a/new-york/05/2011,A / H3N2,,North America / United States / New York,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011770095,,,New York State Department of Health,Nov-33,1/31/11
EPI_ISL_90844,EPI319775 | 2011770235_200592_v1_4,a/new-hampshire/07/2011,A / H3N2,,North America / United States / New Hampshire,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011770235,,,New Hampshire Public Health Laboratories,2011006329,4/11/11
EPI_ISL_90839,EPI319757 | 2011767211_199738_v1_4,a/montana/07/2011,A / H3N2,,North America / United States / Montana,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767211,,,Montana Public Health Laboratory,814536,4/5/11
EPI_ISL_90825,EPI334620 | 2011769020_197873_v1_4,a/louisiana/02/2011,A / H3N2,,North America / United States / Louisiana,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769020,,,Louisiana Department of Health and Hospitals,N11001362 ORIGINAL,2/17/11
EPI_ISL_90807,EPI319645 | 2011772267_199488_v1_4,a/alaska/16/2011,A / H3N2,,North America / United States / Alaska,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011772267,,,Alaska State Virology Lab,122892 ORIGINAL,3/24/11
EPI_ISL_90804,EPI319632 | 2011767299_200649_v1_4,a/alabama/03/2011,A / H3N2,,North America / United States / Alabama,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767299,,,ADPH Bureau of Clinical Laboratories,587252,4/4/11
EPI_ISL_90631,EPI319282 | a-madagascar-1121-2011h3M,a/madagascar/1121/2011,A / H3N2,,Africa / Madagascar,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institut Pasteur de Madagascar,,3/22/11
EPI_ISL_90625,EPI319270 | a-madagascar-0169-2011h3J,a/madagascar/0169/2011,A / H3N2,,Africa / Madagascar,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institut Pasteur de Madagascar,,1/24/11
EPI_ISL_90618,EPI319256 | a-israel-4-2011h3J,a/israel/4/11/2011,A / H3N2,,Asia / Israel,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Central Virology Laboratory Israel (NIC),,1/9/11
EPI_ISL_90602,EPI319225 | a-ghana-fs117-2011h3J,a/ghana/fs-11-117/2011,A / H3N2,,Africa / Ghana,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,University of Ghana,,1/19/11
EPI_ISL_90601,EPI319223 | a-finland-40-2010h3D,a/finland/40/2010,A / H3N2,,Europe / Finland,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Institute for Health and Welfare,,12/22/10
EPI_ISL_90427,EPI318275 | A/Malmoe/6/2011,a/malmoe/6/2011,A / H3N2,,Europe / Sweden / Skane Lan / Malmo Kommun,Human,Maria Brytting (Public Health Agency of Sweden / Department of Microbiology),Public Health Agency of Sweden,2011-05279,,,,,2/16/11
EPI_ISL_89946,EPI316581 | A/Boston/99/2009,a/boston/99/2009,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,4/27/09
EPI_ISL_89945,EPI316573 | A/Boston/97/2009,a/boston/97/2009,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,5/11/09
EPI_ISL_89825,EPI316200 | 2011767823_195605_v1_4,a/texas/06/2011,A / H3N2,,North America / United States / Texas,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767823,,,Dallas County Health and Human Services,4304 ORIGINAL,2/5/11
EPI_ISL_89817,EPI316176 | 2011767810_195580_v1_4,a/peru/9310/2010,A / H3N2,,South America / Peru,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767810,,,"Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud",111359310,11/21/10
EPI_ISL_89808,EPI319777 | 2011764821_196610_v1_4,a/new-jersey/04/2011,A / H3N2,,North America / United States / New Jersey,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011764821,,,New Jersey Department of Health & Senior Services,11-0513 ORIGINAL,2/3/11
EPI_ISL_89789,EPI319718 | 2011764692_195641_v1_4,a/massachusetts/07/2011,A / H3N2,,North America / United States / Massachusetts,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011764692,,,Massachusetts Department of Public Health,11VI164,2/7/11
EPI_ISL_89770,EPI316051 | 2011705084_194745_v1_4,a/idaho/01/2011,A / H3N2,,North America / United States / Idaho,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011705084,,,State of Idaho Bureau of Laboratories,C110100285,1/2/11
EPI_ISL_89768,EPI326282 | 2011766824_197575_v1_4,a/florida/10/2011,A / H3N2,,North America / United States / Florida,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011766824,,,Florida Department of Health-Jacksonville,JVT11001579,2/3/11
EPI_ISL_89758,EPI331223 | 2011705311_197599_v1_4,a/california/18/2011,A / H3N2,,North America / United States / California,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011705311,,,California Department of Health Services,V11T00416 ORIGINAL,2/1/11
EPI_ISL_89757,EPI316016 | 2011705256_194611_v1_4,a/arkansas/02/2011,A / H3N2,,North America / United States / Arkansas,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011705256,,,Arkansas Department of Health,1030800000672 ORIGINAL,1/6/11
EPI_ISL_89675,EPI315820 | A/Managua/5870.02/2010,a/managua/5870-02/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,6/11/10
EPI_ISL_89108,EPI313867 | A/Uganda/MUWRP-065/2009,a/uganda/muwrp-065/2009,A / H3N2,,Africa / Uganda,Human,Initial import,Other Database Import,,"Ducatez,M.F.; Webby,R.J.; Byarugaba,D.K.; Erima,B.; Mworozi,E.A.; Millard,M.; Kibuuka,H.; Lukwago,L.; Bwogi,J.; Kaira,B.B.; Mimbe,D.; Schnabel,D.C.; Darnell,D.; Webster,R.G.; Wabwire-Mangen,F.",,,,8/5/09
EPI_ISL_89106,EPI313852 | A/Uganda/MUWRP-061/2009,a/uganda/muwrp-061/2009,A / H3N2,,Africa / Uganda,Human,Initial import,Other Database Import,,"Ducatez,M.F.; Webby,R.J.; Byarugaba,D.K.; Erima,B.; Mworozi,E.A.; Millard,M.; Kibuuka,H.; Lukwago,L.; Bwogi,J.; Kaira,B.B.; Mimbe,D.; Schnabel,D.C.; Darnell,D.; Webster,R.G.; Wabwire-Mangen,F.",,,,7/27/09
EPI_ISL_89096,EPI313775 | A/Uganda/MUWRP-044/2008,a/uganda/muwrp-044/2008,A / H3N2,,Africa / Uganda,Human,Initial import,Other Database Import,,"Ducatez,M.F.; Webby,R.J.; Byarugaba,D.K.; Erima,B.; Mworozi,E.A.; Millard,M.; Kibuuka,H.; Lukwago,L.; Bwogi,J.; Kaira,B.B.; Mimbe,D.; Schnabel,D.C.; Darnell,D.; Webster,R.G.; Wabwire-Mangen,F.",,,,11/28/08
EPI_ISL_89095,EPI313769 | A/Uganda/MUWRP-043/2008,a/uganda/muwrp-043/2008,A / H3N2,,Africa / Uganda,Human,Initial import,Other Database Import,,"Ducatez,M.F.; Webby,R.J.; Byarugaba,D.K.; Erima,B.; Mworozi,E.A.; Millard,M.; Kibuuka,H.; Lukwago,L.; Bwogi,J.; Kaira,B.B.; Mimbe,D.; Schnabel,D.C.; Darnell,D.; Webster,R.G.; Wabwire-Mangen,F.",,,,11/27/08
EPI_ISL_89088,EPI313714 | A/Uganda/MUWRP-036/2008,a/uganda/muwrp-036/2008,A / H3N2,,Africa / Uganda,Human,Initial import,Other Database Import,,"Ducatez,M.F.; Webby,R.J.; Byarugaba,D.K.; Erima,B.; Mworozi,E.A.; Millard,M.; Kibuuka,H.; Lukwago,L.; Bwogi,J.; Kaira,B.B.; Mimbe,D.; Schnabel,D.C.; Darnell,D.; Webster,R.G.; Wabwire-Mangen,F.",,,,11/24/08
EPI_ISL_88963,EPI313163 | A/Denmark/22/2011,a/denmark/22/2011,A / H3N2,,Europe / Denmark,Human,Initial import,Other Database Import,,"Andresen,B.S.; Nielsen,L.P.",,,,1/11/11
EPI_ISL_88045,EPI309761 | 11S0917,a/alaska/5/2010,A / H3N2,,North America / United States / Alaska,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1103189-1,"Deng,Y-M; Iannello,P; Caldwell, N; Leang,S-K; Komadina,N.",,Centers for Disease Control and Prevention,2011702691,8/12/10
EPI_ISL_88021,EPI309703 | a-cameroon-13609-2010h3O,a/cameroon/cam13609hin/2010,A / H3N2,,Africa / Cameroon,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Centre Pasteur du Cameroun,,10/18/10
EPI_ISL_87955,EPI309590 | 2011766409_193595_v1_4,a/indiana/01/2011,A / H3N2,,North America / United States / Indiana,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011766409,,,Indiana State Department of Health Laboratories,C11000383,1/15/11
EPI_ISL_87945,EPI309560 | 2011764453_193840_v1_4,a/delaware/01/2011,A / H3N2,,North America / United States / Delaware,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011764453,,,Delaware Public Health Lab,F312475 ORIGINAL,1/25/11
EPI_ISL_87943,EPI309555 | 2011764393_194052_v1_4,a/new-jersey/01/2011,A / H3N2,,North America / United States / New Jersey,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011764393,,,New Jersey Department of Health & Senior Services,11-0064 ORIGINAL,1/11/11
EPI_ISL_87917,EPI309472 | 2011704393_193550_v1_4,a/ohio/01/2011,A / H3N2,,North America / United States / Ohio,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011704393,,,Ohio Department of Health Laboratories,2011005025,1/17/11
EPI_ISL_87913,EPI309461 | 2011704253_192926_v1_4,a/georgia/24/2010,A / H3N2,,North America / United States / Georgia,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011704253,,,Georgia Public Health Laboratory,11C0030682,12/31/10
EPI_ISL_87910,EPI309452 | 2011704064_192360_v1_4,a/wisconsin/01/2011,A / H3N2,,North America / United States / Wisconsin,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011704064,,,Wisconsin State Laboratory of Hygiene,11 VI 248,1/6/11
EPI_ISL_87901,EPI309428 | 2011702797_192579_v1_4,a/louisiana/06/2010,A / H3N2,,North America / United States / Louisiana,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011702797,,,Louisiana Department of Health and Hospitals,N10006882 ORIGINAL,12/29/10
EPI_ISL_87874,EPI309353 | 2011700848_191118_v1_4,a/wyoming/09/2010,A / H3N2,,North America / United States / Wyoming,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011700848,,,Wyoming Public Health Laboratory,10036970 ORIGINAL,12/21/10
EPI_ISL_87873,EPI309349 | A/Cambodia/NHRCC00011/2009,a/cambodia/nhrcc00011/2009,A / H3N2,,Asia / Cambodia,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,10/15/09
EPI_ISL_87866,EPI309320 | A/Cambodia/NHRCC00008/2009,a/cambodia/nhrcc00008/2009,A / H3N2,,Asia / Cambodia,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,10/14/09
EPI_ISL_87762,EPI308981 | A/Texas/AF2729/2011,a/texas/af2729/2011,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,"Garner,J.L.; Connors,B.; Canas,L.; Melendez,D.; Herrera,K.; Cormier,T.; Lowman,A.; Guerrero,A.; Abshire,J.; Smith,J.P.; Compton,D.; Lopez,C.C.; Macintosh,V.; Macias,E.; Noe,J.C.; Sjoberg,P.",,,,1/7/11
EPI_ISL_87755,EPI308974 | A/Nevada/AF2714/2011,a/nevada/af2714/2011,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,"Garner,J.L.; Connors,B.; Canas,L.; Melendez,D.; Herrera,K.; Cormier,T.; Lowman,A.; Guerrero,A.; Abshire,J.; Smith,J.P.; Compton,D.; Lopez,C.C.; Macintosh,V.; Macias,E.; Noe,J.C.; Sjoberg,P.",,,,1/18/11
EPI_ISL_87751,EPI308970 | A/Korea/AF2709/2011,a/korea/af2709/2011,A / H3N2,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Garner,J.L.; Connors,B.; Canas,L.; Melendez,D.; Herrera,K.; Cormier,T.; Lowman,A.; Guerrero,A.; Abshire,J.; Smith,J.P.; Compton,D.; Lopez,C.C.; Macintosh,V.; Macias,E.; Noe,J.C.; Sjoberg,P.",,,,1/7/11
EPI_ISL_87735,EPI308954 | A/Ohio/AF2718/2010,a/ohio/af2718/2010,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,"Garner,J.L.; Connors,B.; Canas,L.; Melendez,D.; Herrera,K.; Cormier,T.; Lowman,A.; Guerrero,A.; Abshire,J.; Smith,J.P.; Compton,D.; Lopez,C.C.; Macintosh,V.; Macias,E.; Noe,J.C.; Sjoberg,P.",,,,12/30/10
EPI_ISL_87732,EPI308951 | A/Colorado/AF2700/2010,a/colorado/af2700/2010,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,"Garner,J.L.; Connors,B.; Canas,L.; Melendez,D.; Herrera,K.; Cormier,T.; Lowman,A.; Guerrero,A.; Abshire,J.; Smith,J.P.; Compton,D.; Lopez,C.C.; Macintosh,V.; Macias,E.; Noe,J.C.; Sjoberg,P.",,,,12/17/10
EPI_ISL_87276,EPI306317 | A/New York/3470/2009,a/new-york/3470/2009,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,5/16/09
EPI_ISL_87162,EPI305634 | A/Australia/34/2009,a/australia/34/2009,A / H3N2,,Oceania / Australia / New South Wales,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,7/24/09
EPI_ISL_86177,EPI302530 | X715.4,a/hunan-furong/1159/2010,A / H3N2,,Asia / China / Hunan,Human,"Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)",WHO Chinese National Influenza Center,,"Dayan Wang,Yu Lan,Xiyan Li,Weijuan Huang,Xiang Zhao,Yaoyao Chen,Lei Yang,Yuelong Shu",,WHO Chinese National Influenza Center,,7/20/10
