Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_97485,EPI339435 | A/Singapore/GP3333/2010,a/singapore/gp3333/2010,A / H3N2,,Asia / Singapore,Human,Initial import,Other Database Import,,"Phuah,S.P.; Yong,T.Y.; Loh,P.L.; Cui,L.",,,,7/1/10
EPI_ISL_97472,EPI339409 | A/Singapore/TT381/2010,a/singapore/tt381/2010,A / H3N2,,Asia / Singapore,Human,Initial import,Other Database Import,,"Phuah,S.P.; Yong,T.Y.; Loh,P.L.; Cui,L.",,,,6/22/10
EPI_ISL_96814,EPI336884 | A/IBARAKI/190/2011,a/ibaraki/190/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Ibaraki Prefectural Institute of Public Health,,4/15/11
EPI_ISL_96813,EPI336882 | A/FUKUSHIMA/149/2011,a/fukushima/149/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Fukushima Prefectural Institute of Public Health,,5/6/11
EPI_ISL_96108,EPI335948 | 2011811898_204700_v1_4,a/santiago/18454/2011,A / H3N2,,South America / Chile,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011811898,,,Instituto de Salud Publica de Chile,A/SANTIAGO/18454/2011 ORIGINAL,8/24/11
EPI_ISL_96094,EPI335906 | 2011814986_204337_v1_4,a/india/254/2011,A / H3N2,,Asia / India,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011814986,,,National Institute of Virology,1110254,6/29/11
EPI_ISL_96085,EPI335880 | 2011814792_204331_v1_4,a/brazil/6078/2011,A / H3N2,,South America / Brazil,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011814792,,,Instituto Adolfo Lutz,IAL 12-16078 (ARP),7/3/11
EPI_ISL_95259,EPI333134 | A/Stockholm/19/2011,a/stockholm/19/2011,A / H3N2,,Europe / Sweden / Vastra Gotalands Lan / Goteborgs Kommun,Human,Maria Brytting (Public Health Agency of Sweden / Department of Microbiology),Public Health Agency of Sweden,2011-05870,,,,,1/12/11
EPI_ISL_95077,EPI332619 | 11S0419,a/nauru/3/2011,A / H3N2,,Oceania / Nauru,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1102053,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,Republic of Nauru Hospital,,1/20/11
EPI_ISL_94855,EPI331504 | 11S1226,a/perth/28/2011,A / H3N2,,Oceania / Australia / Western Australia / Broome,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1103288,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,Pathwest QE II Medical Centre,3155955D,2/25/11
EPI_ISL_94817,EPI331387 | 11S0729,a/singapore/11/2011,A / H3N2,,Asia / Singapore,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1102101,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,"Ministry of Health, Singapore",GP5/11,1/4/11
EPI_ISL_94796,EPI331330 | 11S0608,a/townsville/7/2011,A / H3N2,,Oceania / Australia / Queensland / Palm Island,Human,Naomi Komadina (WHO Collaborating Centre for Reference and Research on Influenza /  ),WHO Collaborating Centre for Reference and Research on Influenza,1102020,"Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.",,Queensland Health Scientific Services,48330-8190,1/10/11
EPI_ISL_94724,EPI331091 | a-hongkong-3968-2011h3Y,a/hong-kong/3968/2011,A / H3N2,,Asia / Hong Kong (SAR) / Hong Kong,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Government Virus Unit,,5/17/11
EPI_ISL_94714,EPI331071 | a-lareunion-1552-2011h3U,a/la-reunion/1552/2011,A / H3N2,,Europe / France,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,CRR virus Influenza region Sud,,6/8/11
EPI_ISL_94358,EPI328963 | A/OSAKA/101/2011,a/osaka/101/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Osaka Prefectural Institute of Public Health,,4/19/11
EPI_ISL_94357,EPI328962 | A/YOKOHAMA/144/2011,a/yokohama/144/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Yokohama City Institute of Public Health.,,5/23/11
EPI_ISL_93906,EPI326545 | A/Hong Kong/H090-710-V1,a/hong-kong/h090-710-v1,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Poon,L.L.M.; Chan,K.H.; Chu,D.K.W.; Fung,C.C.Y.; Cheng,C.K.Y.; Ip,D.K.M.; Leung,G.M.; Peiris,J.S.M.; Cowling,B.J.",,,,7/14/09
EPI_ISL_93880,EPI326516 | A/Hong Kong/H090-755-V3,a/hong-kong/h090-755-v3,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Poon,L.L.M.; Chan,K.H.; Chu,D.K.W.; Fung,C.C.Y.; Cheng,C.K.Y.; Ip,D.K.M.; Leung,G.M.; Peiris,J.S.M.; Cowling,B.J.",,,,5/8/09
EPI_ISL_93805,EPI326375 | A/Guangdong/1105/2009,a/guangdong/1105/2009,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Huang,P.; Liang,L.",,,,9/4/09
EPI_ISL_93771,EPI326259 | 2011814121_202915_v1_4,a/bolivia/401/2011,A / H3N2,,"South America / Bolivia, Plurinationial State of",Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011814121,,,CENETROP,401/11  ORIGINAL,6/15/11
EPI_ISL_93708,EPI326131 | a-serbia-1891-2011h3M,a/serbia/1891/2011,A / H3N2,,Europe / Serbia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institute of Immunology and Virology Torlak,,3/9/11
EPI_ISL_93707,EPI326129 | a-serbia-1731-2011h3M,a/serbia/1731/2011,A / H3N2,,Europe / Serbia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institute of Immunology and Virology Torlak,,3/1/11
EPI_ISL_93699,EPI326113 | a-serbia-1181-2011h3F,a/serbia/1181/2011,A / H3N2,,Europe / Serbia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institute of Immunology and Virology Torlak,,2/12/11
EPI_ISL_93681,EPI325985 | A/Mexico City/WRAIR4139N/2010,a/mexico-city/wrair4139n/2010,A / H3N2,,North America / Mexico,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,12/29/10
EPI_ISL_93674,EPI325929 | A/Mexico City/WRAIR3571N/2010,a/mexico-city/wrair3571n/2010,A / H3N2,,North America / Mexico,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,11/22/10
EPI_ISL_93659,EPI325809 | A/District of Columbia/WRAIR1753P/2010,a/district-of-columbia/wrair1753p/2010,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,9/11/10
EPI_ISL_93641,EPI325666 | A/South Korea/WRAIR1171P/2009,a/south-korea/wrair1171p/2009,A / H3N2,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Houng,H.-S.H.; Zhou,Y.; Li,T.; Gong,H.; Lyons,A.; Kuschner,R.",,,,1/1/09
EPI_ISL_93483,EPI325022 | 2011769356_200754_v1_4,a/new-mexico/09/2011,A / H3N2,,North America / United States / New Mexico,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769356,,,New Mexico Department of Health,2011013614,4/7/11
EPI_ISL_93026,EPI323248 | A/NIIGATA/455/2011,a/niigata/455/2011,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Niigata Prefectural Institute of Public Health and Environmental Sciences,,3/14/11
EPI_ISL_91032,EPI320341 | A/California/NHRC0002/2011,a/california/nhrc0002/2011,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,1/16/11
EPI_ISL_90868,EPI319847 | 2011767278_200463_v1_4,a/wyoming/08/2011,A / H3N2,,North America / United States / Wyoming,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767278,,,Wyoming Public Health Laboratory,11008368 ORIGINAL,3/23/11
EPI_ISL_90866,EPI319841 | 2011767191_200432_v1_4,a/wisconsin/19/2011,A / H3N2,,North America / United States / Wisconsin,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011767191,,,Wisconsin State Laboratory of Hygiene,11 VI 4650 ORIGINAL,3/30/11
EPI_ISL_90851,EPI319800 | 2011768812_198098_v1_4,a/pennsylvania/05/2011,A / H3N2,,North America / United States / Pennsylvania,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011768812,,,Pennsylvania Department of Health,M11008716 ORIGINAL,3/15/11
EPI_ISL_90849,EPI319793 | 2011768920_200897_v1_4,a/oklahoma/02/2011,A / H3N2,,North America / United States / Oklahoma,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011768920,,,Oklahoma State Department of Health,VIR11-0210000374 ORIGINAL,2/8/11
EPI_ISL_90848,EPI319790 | 2011766775_197488_v1_4,a/north-carolina/05/2011,A / H3N2,,North America / United States / North Carolina,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011766775,,,North Carolina State Laboratory of Public Health,012811-0013,1/27/11
EPI_ISL_90843,EPI319769 | 2011769257_200474_v1_4,a/nevada/08/2011,A / H3N2,,North America / United States / Nevada,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769257,,,Southern Nevada Public Health Lab,56213 ORIGINAL,4/4/11
EPI_ISL_90835,EPI326309 | 2011769926_198752_v1_4,a/missouri/02/2011,A / H3N2,,North America / United States / Missouri,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769926,,,Missouri Department. of Health & Senior Services,2011005695,1/5/11
EPI_ISL_90810,EPI319653 | 2011811432_200068_v1_4,a/beijing-xicheng/1285/2011,A / H3N2,,Asia / China,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011811432,,,WHO Chinese National Influenza Center,A/BEIJING-XICHENG/1285/2011,2/9/11
EPI_ISL_90641,EPI319302 | a-romania-55656-2011h3,a/romania/55656/2011,A / H3N2,,Europe / Romania,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Cantacuzino Institute,,3/10/11
EPI_ISL_90619,EPI319258 | a-israel-5-2011h3J,a/israel/5/11/2011,A / H3N2,,Asia / Israel,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Central Virology Laboratory Israel (NIC),,1/15/11
EPI_ISL_90616,EPI319252 | a-israel-14-2011h3J,a/israel/14/11/2011,A / H3N2,,Asia / Israel,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Central Virology Laboratory Israel (NIC),,1/10/11
EPI_ISL_90614,EPI319248 | a-ireland-M27357-2011h3A,a/ireland/11m27357/2011,A / H3N2,,Europe / Ireland,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,UCD National Virus Reference Laboratory  ,,4/6/11
EPI_ISL_90058,EPI316888 | A/Uppsala/3/2011,a/uppsala/3/2011,A / H3N2,,Europe / Sweden / Uppsala Lan / Uppsala Kommun,Human,Maria Brytting (Public Health Agency of Sweden / Department of Microbiology),Public Health Agency of Sweden,2011-01571,,,,,1/7/11
EPI_ISL_89831,EPI316215 | 2011704831_196326_v1_4,a/vermont/06/2011,A / H3N2,,North America / United States / Vermont,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011704831,,,Vermont Department of Health Laboratory,11VIR 096,1/5/11
EPI_ISL_89822,EPI316188 | 2011766666_194975_v1_4,a/south-carolina/06/2011,A / H3N2,,North America / United States / South Carolina,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011766666,,,South Carolina Department of Health,477804,2/14/11
EPI_ISL_89821,EPI316186 | 2011769998_197930_v1_4,a/rhode-island/06/2011,A / H3N2,,North America / United States / Rhode Island,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769998,,,Rhode Island Department of Health,RI-FLU-10/11 227,3/7/11
EPI_ISL_89792,EPI316105 | 2011769990_197918_v1_4,a/minnesota/06/2011,A / H3N2,,North America / United States / Minnesota,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011769990,,,Minnesota Department of Health,2011006101,2/19/11
EPI_ISL_89766,EPI316040 | 2011764818_198061_v1_4,a/district-of-columbia/03/2011,A / H3N2,,North America / United States / District of Columbia,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011764818,,,DC Public Health Lab,FLU11-089 ORIGINAL,2/15/11
EPI_ISL_89674,EPI315812 | A/Managua/4604.04/2010,a/managua/4604-04/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,6/11/10
EPI_ISL_89578,EPI315184 | A/Managua/5271.04/2010,a/managua/5271-04/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,5/28/10
EPI_ISL_89075,EPI313617 | A/Uganda/MUWRP-022/2008,a/uganda/muwrp-022/2008,A / H3N2,,Africa / Uganda,Human,Initial import,Other Database Import,,"Ducatez,M.F.; Webby,R.J.; Byarugaba,D.K.; Erima,B.; Mworozi,E.A.; Millard,M.; Kibuuka,H.; Lukwago,L.; Bwogi,J.; Kaira,B.B.; Mimbe,D.; Schnabel,D.C.; Darnell,D.; Webster,R.G.; Wabwire-Mangen,F.",,,,11/10/08
EPI_ISL_88029,EPI309715 | a-cotedivoire-gr1596-2010h3O,a/cote-d-ivoire/gr1596/2010,A / H3N2,,Africa / Cote d'Ivoire,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Pasteur Institut of Côte d'Ivoire,,10/27/10
EPI_ISL_87936,EPI309529 | 2011705104_193010_v1_4,a/california/05/2011,A / H3N2,,North America / United States / California,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011705104,,,California Department of Health Services,V11T00131 ORIGINAL,1/3/11
EPI_ISL_87884,EPI334618 | 2011702344_191308_v1_4,a/oklahoma/03/2010,A / H3N2,,North America / United States / Oklahoma,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011702344,,,U.S. Air Force School of Aerospace Medicine,VCH 642,12/23/10
EPI_ISL_86942,EPI305296 | A/KITAKYUSYU/8/2010,a/kitakyusyu/8/2010,A / H3N2,,Asia / Japan,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,Kitakyusyu City Institute of Enviromental Sciences,,12/2/10
EPI_ISL_86104,EPI302324 | 2011704676_191170_v1_4,a/vermont/03/2010,A / H3N2,,North America / United States / Vermont,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011704676,,,Vermont Department of Health Laboratory,11VIR 082,12/22/10
EPI_ISL_86075,EPI302241 | 2011700775_190689_v1_4,a/kentucky/15/2010,A / H3N2,,North America / United States / Kentucky,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011700775,,,Kentucky Division of Laboratory Services,122494,12/15/10
EPI_ISL_86067,EPI302223 | a-madagascar-7480-2010h3N,a/madagascar/7480/2010,A / H3N2,,Africa / Madagascar,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institut Pasteur de Madagascar,,11/25/10
EPI_ISL_85732,EPI301371 | A/Stockholm/2010,a/stockholm/7/2010,A / H3N2,,Europe / Sweden / Stockholms Lan,Human,Maria Brytting (Public Health Agency of Sweden / Department of Microbiology),Public Health Agency of Sweden,2010-23526,,,,,11/12/10
EPI_ISL_85685,EPI301249 | A/Ulaanbaatar/3887/2010,a/ulaanbaatar/3887/2010,A / H3N2,,Asia / Mongolia,Human,Seiichiro Fujisaki (National Institute of Infectious Diseases (NIID)),National Institute of Infectious Diseases (NIID),,"Fujisaki,Seiichiro; Kim,Namhee; Tahiro,Masato; Odagiri,Takato'",,National Center for Communicable Diseases,,12/9/10
EPI_ISL_85195,EPI299572 | A/Rio de Janeiro/1621/2009,a/rio-de-janeiro/1621/2009,A / H3N2,,South America / Brazil,Human,Initial import,Other Database Import,,"Motta,F.C.; Born,P.S.; Santos,A.V.; Souza,T.M.L.; Silva,P.C.R.; Andrade,T.S.; Lima,M.; Mesquita,M.M.A.; Lima,C.H.A.; Machado,D.B.B.; Siqueira,M.M.",,,,8/14/09
EPI_ISL_84851,EPI297531 | A/Nanjing/1654/2010,a/nanjing/1654/2010,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Luo,P.; Qi,X.; Cui,L.; Jiao,Y.; Tang,F.; Wang,H.",,,,9/10/10
EPI_ISL_84614,EPI296721 | A/Moscow/419/2009,a/moscow/419/2009,A / H3N2,,Europe / Russian Federation,Human,Initial import,Other Database Import,,"Zhirnov,O.P.",,,,2009-03
EPI_ISL_84097,EPI295262 | 2011703317_187123_v1_4,a/south-dakota/01/2010,A / H3N2,,North America / United States / South Carolina,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011703317,,,South Dakota Public Health Lab,VR 2232,8/13/10
EPI_ISL_84068,EPI295166 | 2011700530_187103_v1_4,a/utah/06/2010,A / H3N2,,North America / United States / Utah,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2011700530,,,Utah Department of Health,407489 ORIGINAL,10/14/10
EPI_ISL_84034,EPI295057 | 2010703896_185961_v1_4,a/california/17/2010,A / H3N2,,North America / United States / California,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2010703896,,,California Department of Health Services,V10T04389,8/30/10
EPI_ISL_83691,EPI293888 | X768.4,a/hubei-wuchang/1271/2010,A / H3N2,,Asia / China / Hubei,Human,"Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)",WHO Chinese National Influenza Center,,"Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu",,WHO Chinese National Influenza Center,,10/10/10
EPI_ISL_83686,EPI293848 | X735.4,a/hubei-enshi/1250/2010,A / H3N2,,Asia / China / Hubei,Human,"Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)",WHO Chinese National Influenza Center,,"Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu",,WHO Chinese National Influenza Center,,7/14/10
EPI_ISL_83166,EPI291556 | 2010847865_184980_v1_4,a/costa-rica/6696/2010,A / H3N2,,North America / Costa Rica,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2010847865,,,Laboratorio Nacional de Influenza,246696,7/16/10
EPI_ISL_81387,EPI287114 | a-ghanaFS10-3811-2010h3U,a/ghana/fs-10-3811/2010,A / H3N2,,Africa / Ghana,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,University of Ghana,,6/17/10
EPI_ISL_81373,EPI287086 | A-johannesburg-47-2010h3haL,a/johannesburg/47/2010,A / H3N2,,Africa / South Africa,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Institute for Communicable Disease,,7/2/10
EPI_ISL_80867,EPI285458 | A/Managua/2614.02/2010,a/managua/2614-02/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,6/7/10
EPI_ISL_80846,EPI285290 | A/Managua/1167.03/2010,a/managua/1167-03/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,6/7/10
EPI_ISL_80293,EPI283313 | A/Kenya/011/2010,a/kenya/011/2010,A / H3N2,,Africa / Kenya,Human,Initial import,Other Database Import,,"Bulimo,W.D.; Achilla,R.A.; Majanja,J.M.; Wadegu,M.O.; Osuna,F.A.; Mukunzi,S.O.; Mwala,D.M.; Mwangi,J.K.; Wangui,J.M.; Muthoni,J.N.; Njiri,J.O.; Obura,B.D.; Schnabel,D.C.  CONSRTM   United States Air Force School of Aerospace Medicine(USAFSAM); Molecu",,,,5/20/10
EPI_ISL_80278,EPI283298 | A/Kenya/012/2010,a/kenya/012/2010,A / H3N2,,Africa / Kenya,Human,Initial import,Other Database Import,,"Bulimo,W.D.; Achilla,R.A.; Majanja,J.M.; Wadegu,M.O.; Osuna,F.A.; Mukunzi,S.O.; Mwala,D.M.; Mwangi,J.K.; Wangui,J.M.; Muthoni,J.N.; Njiri,J.O.; Obura,B.D.; Schnabel,D.C.  CONSRTM   United States Air Force School of Aerospace Medicine(USAFSAM); Molecu",,,,5/21/10
EPI_ISL_80058,EPI281807 | A/California/VRDL385/2009,a/california/vrdl385/2009,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,4/26/09
EPI_ISL_79675,EPI280008 | 2010839819_184697_v1_4,a/kenya/6014/2010,A / H3N2,,Africa / Kenya,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2010839819,,,CDC-Kenya,KAK 6014,7/15/10
EPI_ISL_79657,EPI279955 | 2010730519_184390_v1_4,a/wyoming/04/2010,A / H3N2,,North America / United States / Wyoming,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2010730519,,,Wyoming Public Health Laboratory,10023470 ORIGINAL,8/3/10
EPI_ISL_79322,EPI278766 | 2010732783_183802_v1_4,a/dominican-republic/4319/2010,A / H3N2,,North America / Dominican Republic,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2010732783,,,Laboratorio de Investigacion / Centro de Educacion Medica y Amistad Dominico Japones (CEMADOJA),4319 ORIGINAL,7/20/10
EPI_ISL_79316,EPI278750 | 2010728634_183018_v1_4,a/kenya/1711/2010,A / H3N2,,Africa / Kenya,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,2010728634,,,CDC-Kenya,MSA 1711,5/20/10
EPI_ISL_78140,EPI276248 | A/Alabama/AF2156/2010,a/alabama/af2156/2010,A / H3N2,,North America / United States / Alabama,Human,Initial import,Other Database Import,,"Garner,J.; Canas,L.; Burney,C.; Connors,B.; Sanow,A.; Sinclair,L.; Guerrero,A.; Smith,J.; Lopez,C.; Gibbons,T.; Macias,E.; Noe,J.; Macintosh,V.; Sjoberg,P.",,,,7/13/10
EPI_ISL_77957,EPI275526 | A/Kuwait/WRAIR1143P/2009,a/kuwait/wrair1143p/2009,A / H3N2,,Asia / Kuwait,Human,Initial import,Other Database Import,,"Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.",,,,2009-01
EPI_ISL_77955,EPI275510 | A/Korea/WRAIR1038P/2009,a/korea/wrair1038p/2009,A / H3N2,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.",,,,4/9/09
EPI_ISL_77843,EPI274721 | A/California/VRDL246/2009,a/california/vrdl246/2009,A / H3N2,,North America / United States / California,Human,Initial import,Other Database Import,,The NIAID Influenza Genome Sequencing Consortium,,,,4/29/09
