Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_13112,EPI123032 | A/New_York/20/2006,a/new-york/20/2006,A / H1N1,,North America / United States / New York,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,,,,,20,9/13/06
EPI_ISL_12204,EPI117427 | A/Thailand/380/2006,a/thailand/380/2006,A / H1N1,seasonal,Asia / Thailand,Human,Unknown user,Other Database Import,,,,,380,7/30/06
EPI_ISL_12177,EPI117374 | A/Malaysia/36/2006,a/malaysia/36/2006,A / H1N1,seasonal,Asia / Malaysia,Human,Unknown user,Other Database Import,,,,,36,2006
EPI_ISL_8693,EPI84768 | A/New_York/486/2003,a/new-york/486/2003,A / H1N1,seasonal,North America / United States / New York,Human,Unknown user,Other Database Import,,,,,486,1/21/03
EPI_ISL_8647,EPI83894 | A/New_York/302/2001,a/new-york/302/2001,A / H1N1,seasonal,North America / United States / New York,Human,Unknown user,Other Database Import,,,,,302,1/29/01
EPI_ISL_8611,EPI83210 | A/New_York/341/2001,a/new-york/341/2001,A / H1N1,seasonal,North America / United States / New York,Human,Unknown user,Other Database Import,,,,,341,1/22/01
EPI_ISL_8082,EPI77616 | A/Virginia/UR06-0180/2007,a/virginia/ur06-0180/2007,A / H1N1,seasonal,North America / United States / Virginia,Human,Unknown user,Other Database Import,,,,,UR06-0180,2/6/07
EPI_ISL_8034,EPI76720 | A/Virginia/UR06-0332/2007,a/virginia/ur06-0332/2007,A / H1N1,seasonal,North America / United States / Virginia,Human,Unknown user,Other Database Import,,,,,UR06-0332,2/19/07
EPI_ISL_8030,EPI76644 | A/Illinois/UR06-0096/2007,a/illinois/ur06-0096/2007,A / H1N1,seasonal,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,UR06-0096,1/29/07
EPI_ISL_8025,EPI76549 | A/California/UR06-0479/2007,a/california/ur06-0479/2007,A / H1N1,seasonal,North America / United States / California,Human,Unknown user,Other Database Import,,,,,UR06-0479,3/1/07
EPI_ISL_8005,EPI76169 | A/Kansas/UR06-0191/2007,a/kansas/ur06-0191/2007,A / H1N1,seasonal,North America / United States / Kansas / Johnson County / Overland Park,Human,Unknown user,Other Database Import,,,,,UR06-0191,2/5/07
EPI_ISL_7996,EPI75998 | A/Illinois/UR06-0093/2007,a/illinois/ur06-0093/2007,A / H1N1,seasonal,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,UR06-0093,1/29/07
EPI_ISL_7994,EPI75960 | A/Kentucky/UR06-0425/2007,a/kentucky/ur06-0425/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0425,2/26/07
EPI_ISL_7990,EPI75884 | A/Kentucky/UR06-0162/2007,a/kentucky/ur06-0162/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0162,2/5/07
EPI_ISL_7988,EPI75846 | A/Tennessee/UR06-0312/2007,a/tennessee/ur06-0312/2007,A / H1N1,seasonal,North America / United States / Tennessee / Coffee County / Tullahoma,Human,Unknown user,Other Database Import,,,,,UR06-0312,2/15/07
EPI_ISL_7960,EPI75314 | A/Kentucky/UR06-0339/2007,a/kentucky/ur06-0339/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0339,2/19/07
EPI_ISL_7953,EPI75181 | A/Tennessee/UR06-0113/2007,a/tennessee/ur06-0113/2007,A / H1N1,seasonal,North America / United States / Tennessee / Coffee County / Tullahoma,Human,Unknown user,Other Database Import,,,,,UR06-0113,1/29/07
EPI_ISL_7949,EPI75105 | A/Oregon/UR06-0179/2007,a/oregon/ur06-0179/2007,A / H1N1,seasonal,North America / United States / Oregon / Yamhill County / Newberg,Human,Unknown user,Other Database Import,,,,,UR06-0179,2/5/07
EPI_ISL_7946,EPI75048 | A/Illinois/UR06-0088/2007,a/illinois/ur06-0088/2007,A / H1N1,seasonal,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,UR06-0088,1/26/07
EPI_ISL_7939,EPI74915 | A/Florida/UR06-0447/2007,a/florida/ur06-0447/2007,A / H1N1,seasonal,North America / United States / Florida,Human,Unknown user,Other Database Import,,,,,UR06-0447,2/27/07
EPI_ISL_7920,EPI74555 | A/Kentucky/UR06-0184/2007,a/kentucky/ur06-0184/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0184,2/6/07
EPI_ISL_7912,EPI74403 | A/Illinois/UR06-0136/2007,a/illinois/ur06-0136/2007,A / H1N1,seasonal,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,UR06-0136,2/1/07
EPI_ISL_7885,EPI73890 | A/Texas/UR06-0176/2007,a/texas/ur06-0176/2007,A / H1N1,seasonal,North America / United States / Texas / Conroe,Human,Unknown user,Other Database Import,,,,,UR06-0176,2/6/07
EPI_ISL_7865,EPI73511 | A/Kentucky/UR06-0183/2007,a/kentucky/ur06-0183/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0183,2/6/07
EPI_ISL_7861,EPI73435 | A/Kentucky/UR06-0328/2007,a/kentucky/ur06-0328/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0328,2/16/07
EPI_ISL_7852,EPI73264 | A/Virginia/UR06-0384/2007,a/virginia/ur06-0384/2007,A / H1N1,seasonal,North America / United States / Virginia,Human,Unknown user,Other Database Import,,,,,UR06-0384,2/21/07
EPI_ISL_7822,EPI72694 | A/California/UR06-0375/2007,a/california/ur06-0375/2007,A / H1N1,seasonal,North America / United States / California,Human,Unknown user,Other Database Import,,,,,UR06-0375,2/20/07
EPI_ISL_7814,EPI72542 | A/Illinois/UR06-0376/2007,a/illinois/ur06-0376/2007,A / H1N1,seasonal,North America / United States / Illinois / DuPage County / Naperville,Human,Unknown user,Other Database Import,,,,,UR06-0376,2/21/07
EPI_ISL_7808,EPI72428 | A/Texas/UR06-0397/2007,a/texas/ur06-0397/2007,A / H1N1,seasonal,North America / United States / Texas / Conroe,Human,Unknown user,Other Database Import,,,,,UR06-0397,2/23/07
EPI_ISL_7806,EPI72390 | A/Florida/UR06-0577/2007,a/florida/ur06-0577/2007,A / H1N1,seasonal,North America / United States / Florida,Human,Unknown user,Other Database Import,,,,,UR06-0577,3/13/07
EPI_ISL_7787,EPI72029 | A/Mississippi/UR06-0595/2007,a/mississippi/ur06-0595/2007,A / H1N1,seasonal,North America / United States / Mississippi,Human,Unknown user,Other Database Import,,,,,UR06-0595,3/13/07
EPI_ISL_7766,EPI71630 | A/Kentucky/UR06-0538/2007,a/kentucky/ur06-0538/2007,A / H1N1,seasonal,North America / United States / Kentucky,Human,Unknown user,Other Database Import,,,,,UR06-0538,3/7/07
EPI_ISL_7654,EPI71134 | A/Ohio/UR06-0100/2007,a/ohio/ur06-0100/2007,A / H1N1,seasonal,North America / United States / Ohio,Human,Unknown user,Other Database Import,,,,,UR06-0100,1/29/07
EPI_ISL_7629,EPI70659 | A/Mississippi/UR06-0048/2007,a/mississippi/ur06-0048/2007,A / H1N1,seasonal,North America / United States / Mississippi,Human,Unknown user,Other Database Import,,,,,UR06-0048,1/22/07
EPI_ISL_7603,EPI70165 | A/Illinois/UR06-0415/2007,a/illinois/ur06-0415/2007,A / H1N1,seasonal,North America / United States / Illinois / DuPage County / Naperville,Human,Unknown user,Other Database Import,,,,,UR06-0415,2/26/07
EPI_ISL_6448,EPI48378 | A/Waikato/4/2005,a/waikato/4/2005,A / H1N1,seasonal,Oceania / New Zealand / Waikato,Human,Unknown user,Other Database Import,,,,,4,8/8/05
EPI_ISL_6364,EPI46782 | A/New_South_Wales/18/1999,a/new-south-wales/18/1999,A / H1N1,seasonal,Oceania / Australia / New South Wales / Sydney,Human,Unknown user,Other Database Import,,,,,18,1999
EPI_ISL_6309,EPI46143 | A/Pennsylvania/1/2006,a/pennsylvania/1/2006,A / H1N1,seasonal,North America / United States / Pennsylvania,Human,Unknown user,Other Database Import,,,,,1,1/17/06
EPI_ISL_6308,EPI46141 | A/Arizona/1/2006,a/arizona/1/2006,A / H1N1,seasonal,North America / United States / Arizona,Human,Unknown user,Other Database Import,,,,,1,1/5/06
EPI_ISL_6307,EPI46139 | A/New_Jersey/11/2005,a/new-jersey/11/2005,A / H1N1,seasonal,North America / United States / New Jersey,Human,Unknown user,Other Database Import,,,,,11,2/25/05
EPI_ISL_6256,EPI46031 | A/Hawaii/1/2003,a/hawaii/1/2003,A / H1N1,seasonal,North America / United States / Hawaii,Human,Unknown user,Other Database Import,,,,,1,1/22/03
EPI_ISL_5656,EPI39664 | A/Waikato/13/2005,a/waikato/13/2005,A / H1N1,seasonal,Oceania / New Zealand / Waikato,Human,Unknown user,Other Database Import,,,,,13,9/10/05
EPI_ISL_5654,EPI39626 | A/Wellington/12/2005,a/wellington/12/2005,A / H1N1,seasonal,Oceania / New Zealand / Wellington,Human,Unknown user,Other Database Import,,,,,12,9/13/05
EPI_ISL_5312,EPI33090 | A/Canterbury/22/2001,a/canterbury/22/2001,A / H1N1,seasonal,Oceania / New Zealand / Canterbury,Human,Unknown user,Other Database Import,,,,,22,6/28/01
EPI_ISL_5230,EPI31513 | A/Canterbury/51/2000,a/canterbury/51/2000,A / H1N1,seasonal,Oceania / New Zealand / Canterbury,Human,Unknown user,Other Database Import,,,,,51,7/24/00
EPI_ISL_5195,EPI30848 | A/Canterbury/41/2000,a/canterbury/41/2000,A / H1N1,seasonal,Oceania / New Zealand / Canterbury,Human,Unknown user,Other Database Import,,,,,41,8/23/00
EPI_ISL_208698,EPI702482 | A/Thailand/MR07060/2007,a/thailand/mr07060/2007,A / H1N1,,Asia / Thailand,Human,Initial import,Other Database Import,,"Khemnu,N.; Gaywee,J.; Bodhidatta,L.; Wacharapluesadee,S.; Sirisopana,N.; Swierczewski,B.E.; Mason,C.J.",,,,10/8/07
EPI_ISL_194241,EPI635458 | A/Egypt/425(S)/2008,a/egypt/425-s-/2008,A / H1N1,,Africa / Egypt,Human,Initial import,Other Database Import,,"Schweiger,B.; Thabit,A.G.; Badary,M.S.; Brune,W.; Osmann,A.H.; Embarek Mohamed,M.S.",,,,2/1/08
EPI_ISL_188342,EPI609816 | A/Chungbuk/50/2002,a/chungbuk/50/2002,A / H1N1,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2002
EPI_ISL_188340,EPI609814 | A/Paris/749/2007,a/paris/749/2007,A / H1N1,,Europe / France,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2007
EPI_ISL_188294,EPI609768 | A/Thailand/404/2006,a/thailand/404/2006,A / H1N1,,Asia / Thailand,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2006
EPI_ISL_188255,EPI609728 | A/Tennessee/UR06-0234/2007,a/tennessee/ur06-0234/2007,A / H1N1,,North America / United States / Tennessee,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/12/07
EPI_ISL_188245,EPI609718 | A/New York/222/2003,a/new-york/222/2003,A / H1N1,,North America / United States / New York,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/12/03
EPI_ISL_188244,EPI609717 | A/Guangdong Futian/1215/2006,a/guangdong-futian/1215/2006,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/20/06
EPI_ISL_188226,EPI609699 | A/Hebei Xinshi/187/2007,a/hebei-xinshi/187/2007,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/6/07
EPI_ISL_188157,EPI609630 | A/Pune/077596/2007,a/pune/077596/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,7/23/07
EPI_ISL_188131,EPI609604 | A/New York/346/2001,a/new-york/346/2001,A / H1N1,,North America / United States / New York,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/28/01
EPI_ISL_187983,EPI609456 | A/Jilin Zhenlai/177/2007,a/jilin-zhenlai/177/2007,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/2/07
EPI_ISL_187943,EPI609416 | A/Indonesia/3989/2004,a/indonesia/3989/2004,A / H1N1,,Asia / Indonesia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/17/04
EPI_ISL_187738,EPI609211 | A/Canterbury/63/2000,a/canterbury/63/2000,A / H1N1,,Oceania / New Zealand,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,9/6/00
EPI_ISL_187686,EPI609159 | A/Taiwan/70132/2008,a/taiwan/70132/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/16/08
EPI_ISL_187555,EPI609028 | A/New York/484/2003,a/new-york/484/2003,A / H1N1,,North America / United States / New York,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/20/03
EPI_ISL_187541,EPI609015 | A/Pune/076266/2007,a/pune/076266/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/25/07
EPI_ISL_187518,EPI608991 | A/Taiwan/70167/2008,a/taiwan/70167/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/21/08
EPI_ISL_187509,EPI608982 | A/Gyeongnam/1890/2008,a/gyeongnam/1890/2008,A / H1N1,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/25/08
EPI_ISL_187277,EPI608734 | A/Yunnan Mengzi/1441/2008,a/yunnan-mengzi/1441/2008,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,10/8/08
EPI_ISL_187267,EPI608724 | A/Pune/077592/2007,a/pune/077592/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,7/23/07
EPI_ISL_187262,EPI608719 | A/Tumbes/4943/2006,a/tumbes/4943/2006,A / H1N1,,South America / Peru,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2006
EPI_ISL_187257,EPI608714 | A/Singapore/36/2007,a/singapore/36/2007,A / H1N1,,Asia / Singapore,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/8/07
EPI_ISL_187200,EPI608657 | A/Pune/055169/2005,a/pune/055169/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,7/19/05
EPI_ISL_187198,EPI608655 | A/Peru/WRAIR1311P/2007,a/peru/wrair1311p/2007,A / H1N1,,South America / Peru,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2007
EPI_ISL_187165,EPI608621 | A/Chennai/0633248/2006,a/chennai/0633248/2006,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,9/27/06
EPI_ISL_187120,EPI608575 | A/Taiwan/650/2008,a/taiwan/650/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/13/08
EPI_ISL_187094,EPI608549 | A/Shanghai/N33/2008,a/shanghai/n33/2008,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/21/08
EPI_ISL_187081,EPI608536 | A/Stockholm/30/2008,a/stockholm/30/2008,A / H1N1,,Europe / Sweden,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/18/08
EPI_ISL_186983,EPI608438 | A/Neimenggu Huimin/1172/2008,a/neimenggu-huimin/1172/2008,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/24/08
